carid,tradeTime,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,registerDate,licenseDate,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price
17321,2021-01-16,20,459,3952,8.24,2,4,1,1,5,2014-08-01,2015-02-10,779412,3,2014,3,15,1,99.8,41.88
17120,2021-07-28,18,638,3921,3.82,1,15,1,2,4,2017-01-01,2017-10-18,779412,3,2016,2,13,1,48.8,25.58
39445,2020-11-25,11,88,7516,6.73,2,19,2,0,4,2011-04-01,2011-08-25,779412,3,2011,2,32,1,54.6,14.8
6317,2021-01-23,9,144,2147,1.33,1,15,4,0,7,2019-08-01,2019-09-23,779413,1,2020,2,13,1,24.98,23.58
52104,2020-08-08,28,87,442,5.8,1,1,1,0,5,2018-02-01,2018-04-12,779419,2,2016,2,3,1,16.48,10.28
29776,2020-11-19,16,23,5994,3.89,5,1,4,1,5,2019-03-01,2019-07-09,,,2018,2.5,3,1,19.98,15.5
16205,2020-08-09,11,63,631,8.98,4,28,2,1,5,2011-05-01,2011-05-30,779412,2,2010,2,2,1,30.98,10
54936,2021-04-27,16,534,9949,14.73,5,1,2,1,7,2010-02-01,2010-12-23,779415,3,2008,2,21,1,16.98,6.1
72849,2020-11-25,18,289,525,8.45,6,1,2,0,5,2013-08-01,2013-12-25,779412,2,2013,2,13,1,52.3,19.2
47985,2021-06-16,7,86,1208,6.97,4,1,2,1,5,2013-08-01,2013-09-18,779415,2,2011,1.6,11,1,12.53,6
48347,2020-10-20,12,71,8915,2.83,5,8,1,2,5,2017-11-01,2018-01-16,779415,2,2016,1.5,11,1,15.59,13.58
42114,2020-09-15,3,140,1027,7.39,1,14,1,0,5,2018-04-01,2018-07-13,779416,2,2017,1.5,3,1,12.23,6.08
36464,2020-09-10,12,71,86,4.98,1,5,1,1,5,2017-11-01,2018-01-11,779415,2,2016,1.5,11,1,13.99,12
36053,2021-07-07,28,100,276,6.13,5,16,2,0,5,2015-05-01,2015-09-21,779419,2,2015,2,3,1,17.78,7.66
33802,2021-07-10,20,27,6664,10.92,5,1,2,5,5,2013-12-01,2014-01-16,779412,3,2013,3,15,1,55.8,18.8
43529,2020-12-29,11,205,8177,8.44,1,39,1,1,5,2014-01-01,2014-03-19,779412,2,2013,2,31,1,28.5,12
69737,2020-12-01,2,2,12032,8.59,4,1,2,0,5,2011-01-01,2011-01-24,779415,2,2011,1.8,11,1,14.78,5.98
65987,2021-03-12,20,209,315,3.4,4,1,1,0,5,2018-01-01,2018-04-04,779412,2,2017,1.6,7,1,27.18,18.8
53256,2021-01-07,8,135,9663,7.8,1,7,2,0,5,2013-02-01,2013-03-11,779412,2,2013,1.4,3,1,10.69,4.88
24033,2020-11-12,11,63,383,6.05,1,7,1,1,5,2014-09-01,2014-12-31,779412,2,2015,2,2,1,31.28,16.8
62092,2020-09-21,2,285,10943,9.9,1,17,2,1,5,2013-12-01,2014-03-03,779415,2,2013,2.5,3,1,20.98,13.3
71262,2020-11-27,5,5,12287,16.46,2,17,3,1,5,2007-12-01,2008-01-09,779416,2,2005,1.6,6,1,10.78,0.8
33699,2021-04-26,9,183,1229,3.02,5,7,1,0,5,2015-05-01,2015-09-01,779413,1,2014,1.5,12,1,10.38,4.68
17328,2020-10-09,20,459,3952,17.65,2,1,2,1,5,2013-10-01,2014-02-18,779412,3,2014,3,15,1,99.8,36.8
6312,2020-09-27,41,106,2148,1.41,5,1,1,1,2,2017-05-01,2017-08-22,,,2016,0.9,32,1,17.38,13.8
50312,2020-07-27,11,445,9195,9.18,2,1,2,3,5,2015-01-01,2015-08-07,779412,3,2014,3,13,1,82.7,31
57041,2021-06-16,43,424,10240,9.8,4,14,2,0,5,2014-08-01,2014-10-31,779417,2,2014,1.4,16,1,12.88,4.18
20625,2020-07-14,16,457,4537,7.91,4,1,2,0,5,2013-11-01,2013-12-27,779415,2,2012,2,21,1,16.48,6.6
7029,2021-02-20,8,101,2255,2.66,5,4,4,1,5,2019-07-01,2019-09-29,779412,2,2019,2,7,1,21.51,17.88
15072,2021-03-19,5,67,80,6.88,6,19,1,0,5,2015-10-01,2015-12-28,779416,2,2015,1.6,3,1,18.99,7.48
70263,2021-04-14,8,101,12128,17.02,6,1,2,0,5,2012-12-01,2013-02-26,779412,2,2012,1.8,16,1,21.98,8.18
27586,2021-03-14,28,78,95,6.67,1,3,1,1,5,2016-10-01,2016-11-15,779419,2,2016,1.6,3,1,10.68,5.5
45613,2020-08-31,20,95,8495,14.06,2,1,2,1,5,2010-12-01,2011-05-23,779412,2,2011,3,15,1,71,15.8
46407,2021-01-03,18,300,8594,8.28,4,7,2,1,5,2012-04-01,2012-06-18,779412,3,2012,1.6,13,1,28.9,8.9799
6466,2021-07-09,2,34,809,10.1,2,20,1,2,7,2016-02-01,2016-03-14,779415,2,2015,2,3,1,28.48,22.2
45146,2020-11-14,11,63,8405,9.26,3,1,2,1,5,2012-05-01,2012-07-05,779412,2,2012,2,2,1,36.98,11.5
72535,2021-01-18,23,77,12481,12.3,1,1,2,0,5,2014-08-01,2014-09-28,779419,2,2013,2.4,3,1,24.98,8.5
56606,2020-12-24,8,208,10187,3.53,1,19,1,0,5,2016-05-01,2016-08-15,779412,2,2016,1.4,6,1,15.79,8.4
45324,2021-07-13,30,61,8451,6.78,5,8,1,0,5,2016-03-01,2016-07-06,779418,2,,2,3,1,30.99,13.98
6722,2021-06-11,4,497,2196,5.99,6,1,1,1,5,2015-04-01,2015-06-10,779411,3,2014,1.6,3,1,29.6,15.2
68915,2021-06-21,2,34,1157,14.47,2,1,2,1,7,2012-10-01,2012-11-07,779415,2,2012,2.7,3,1,29.88,14.5
46044,2021-04-30,8,14,621,5.93,5,1,1,0,5,2017-12-01,2018-02-12,779412,2,2018,1.4,16,1,15.98,10
61631,2020-10-22,11,63,10860,6.28,5,1,2,0,5,2012-05-01,2012-08-07,779412,2,2012,2,2,1,32.99,12.28
36296,2020-07-04,11,725,7031,11.25,1,1,2,3,5,2010-01-01,2010-06-11,779412,3,2010,2,31,1,57.7,12.7
8476,2021-04-02,45,131,1233,7.46,6,1,1,1,5,2017-05-01,2017-06-20,779415,3,2015,2,3,1,27.9,24
25605,2020-10-23,42,396,947,11.62,6,1,1,2,5,2015-05-01,2015-07-21,,,2014,2,31,1,55.8,33.8
31318,2020-11-29,20,127,6236,1.04,3,23,1,1,5,2019-12-01,2020-03-20,,,2019,1.5,19,1,34.68,27
6862,2021-02-07,8,262,504,4.85,1,15,1,0,5,2018-01-01,2018-01-26,779412,2,2018,1.4,16,1,15.99,9.18
52057,2021-05-13,27,573,9500,5.62,1,35,1,1,5,2018-02-01,2018-08-13,779411,3,2018,3,13,1,160.8,122
32932,2021-03-26,30,347,6540,11.61,6,1,2,1,5,2013-03-01,2013-06-14,779418,2,2013,2,23,1,40.99,12
52818,2020-05-07,6,149,9605,4.56,1,5,1,0,5,2018-01-01,2018-04-09,,,2018,1.5,11,1,9.18,5.88
18917,2021-07-14,18,300,4234,8.76,1,14,2,2,5,2012-10-01,2013-01-18,779412,3,2012,1.6,13,1,27.8,8.68
28346,2020-09-01,20,179,254,17.29,2,7,3,3,5,2006-05-01,2006-12-11,,,2006,3,15,1,99.3,17
51831,2021-01-26,8,11,9459,4.42,2,7,2,1,5,2016-04-01,2016-10-08,779412,2,2016,1.8,7,1,22.29,12.9
57522,2021-01-06,11,186,10311,2.29,1,1,1,0,5,2015-12-01,2016-03-25,779412,2,2015,1.8,31,1,26.56,13
58659,2021-05-29,8,101,10432,9.11,2,1,2,1,5,2012-05-01,2012-07-03,779412,2,2012,1.8,16,1,23.28,8.6
61214,2021-07-24,33,119,10783,5.5,5,1,4,0,5,2019-10-01,2019-10-31,779414,2,2019,1.2,23,1,12.07,8.5
44079,2020-09-18,66,256,8237,7.75,2,3,1,0,5,2017-04-01,2017-05-12,779416,2,2017,2,3,1,36.99,15.58
58842,2020-12-13,45,873,10461,16.03,2,1,3,1,4,2007-07-01,2007-09-29,779415,3,2006,4.6,13,1,135,20
47430,2020-07-28,11,63,76,3.62,1,8,1,0,5,2017-12-01,2018-03-28,,,2018,2,31,1,30.7,23.18
21561,2021-05-24,13,222,4693,1.19,5,12,4,0,5,2020-06-01,2020-09-18,779416,2,2020,1,3,1,8.99,5.98
71571,2020-12-26,20,127,12346,6.13,5,1,2,1,5,2013-09-01,2013-12-20,779412,2,2013,1.8,15,1,39.3,14.68
39375,2021-05-14,7,7,7499,7.84,1,1,1,0,5,2017-05-01,2017-07-03,779415,2,2017,2,20,1,16.88,10.6
68789,2020-10-30,2,34,11919,10.61,2,1,2,1,5,2011-06-01,2011-07-13,779415,2,2009,2.7,3,1,24.88,11.78
35245,2020-11-26,11,381,6861,4.18,2,1,4,0,5,2019-08-01,2019-09-27,,,2018,2,31,1,41.38,33.6
17798,2021-06-05,11,359,4037,5.01,2,9,1,0,5,2017-04-01,2018-01-24,779412,3,2017,3,13,1,102.2,63.76
58162,2020-09-17,5,31,34,15.94,3,13,2,1,7,2014-11-01,2014-12-04,779416,2,2014,2.4,3,1,20.9,7.8
29850,2021-05-19,50,164,6013,14.24,3,5,3,1,5,2007-10-01,2008-03-31,779415,3,2006,2,4,1,24.98,4.7
26318,2020-05-18,5,31,5415,1.79,6,1,1,0,7,2018-09-01,2019-01-10,779416,2,2017,2.5,3,1,22.99,18
60631,2020-12-03,20,160,10720,10.86,2,1,2,2,5,2010-04-01,2010-12-16,,,2010,1.8,21,1,43,11.7
23848,2021-01-09,8,219,1354,4.8,2,18,1,0,5,2017-07-01,2018-02-27,779412,2,2013,1.6,3,1,12.49,7.88
63106,2020-10-16,20,209,11101,1.41,1,3,1,0,5,2018-11-01,2019-02-18,779412,2,2018,1.6,31,1,26.98,21.5799
38998,2020-09-27,18,597,7429,2.29,2,1,1,0,4,2017-03-01,2018-01-04,,,2016,4,13,1,148.8,77.8
62886,2020-10-19,9,111,876,11.76,1,43,2,0,5,2013-10-01,2013-11-14,,,2013,1.5,12,1,11.58,3.98
25226,2021-07-24,18,102,5256,10.54,3,1,2,1,4,2012-07-01,2013-02-27,779412,3,2011,2,3,1,49.1,12.98
59205,2021-04-15,16,290,10502,14.33,5,18,3,0,5,2008-03-01,2008-03-21,779415,2,2008,2,21,1,17.98,3
57491,2021-07-22,26,633,10299,10.76,2,19,1,0,5,2016-07-01,2016-09-21,779413,1,2016,1.4,18,2,28.88,8.8
50490,2020-10-10,8,135,9253,8.73,1,7,2,0,5,2015-01-01,2015-03-16,779412,2,2014,1.6,3,1,11.59,6.2
31770,2020-12-26,38,812,6324,7.24,1,1,1,1,5,2016-10-01,2016-12-27,779421,2,2017,1.4,31,1,15.98,7.86
43722,2020-12-25,48,269,8203,0.32,8,5,1,0,5,2017-09-01,2018-02-08,779414,2,2018,1.6,3,1,22.98,11.88
25865,2020-11-25,5,407,5355,2.15,6,3,1,0,6,2018-10-01,2018-10-31,,,2019,1.3,3,1,15.59,10
31680,2021-05-14,5,5,593,8.47,1,1,2,0,5,2009-03-01,2009-05-06,779416,2,2008,1.6,6,1,10.79,1.28
9377,2020-07-18,30,347,2701,7.88,2,1,2,1,5,2013-01-01,2013-08-12,779418,2,2013,2,32,1,47.49,13
65229,2021-07-23,7,332,11412,4.19,1,1,1,3,5,2016-03-01,2016-06-03,779415,2,2016,2.5,20,2,33.38,18.88
49814,2021-04-29,11,186,9124,7.6,1,1,1,0,5,2015-09-01,2015-10-13,779412,2,2014,1.4,16,1,20.59,10.3
19908,2021-03-19,18,243,4416,16.62,5,7,2,1,5,2011-02-01,2011-07-01,779412,3,2011,3,13,1,104.9,23.5
41217,2021-05-20,2,82,7791,10.73,2,14,2,0,5,2014-05-01,2014-05-12,779415,2,2012,2,17,1,17.98,9.38
43967,2020-12-18,5,73,8221,10.42,1,7,1,0,5,2015-02-01,2015-04-17,779416,2,2014,2,3,1,26.99,11.88
68376,2020-09-17,10,311,11859,7.91,6,15,1,0,5,2015-01-01,2015-04-03,779413,1,2015,2,6,1,9.99,3.45
6786,2021-04-21,73,287,2211,6.5,1,7,1,0,5,2019-01-01,2019-04-08,779413,1,2018,1.8,3,1,16.18,12.58
15149,2020-10-15,8,400,3607,15.38,6,7,2,0,5,2011-11-01,2012-05-04,779412,3,2011,3,13,3,76,22.68
53908,2021-03-28,30,61,225,10.39,1,19,1,0,5,2018-04-01,2018-08-24,779418,2,2018,1.5,3,1,27.69,12.58
53374,2020-10-03,18,33,9691,3.61,1,14,1,0,5,2017-08-01,2017-10-30,779412,2,2017,2,13,1,32.59,22
73797,2021-05-01,16,64,671,7.97,3,1,1,0,5,2016-07-01,2016-07-19,779415,3,2015,2,3,1,19.08,11
53935,2021-03-22,28,100,9779,10.85,5,6,2,1,5,2011-05-01,2011-07-13,779419,2,2011,2,3,1,17.88,5
9595,2021-05-12,66,312,612,3.2,1,4,1,1,5,2019-05-01,2019-06-14,779416,2,2017,2,13,1,27.38,16.98
41507,2020-06-21,8,291,7835,4.76,1,1,1,0,5,2016-10-01,2017-01-11,779412,2,2015,1.4,31,1,14.99,8.1
54330,2021-06-25,66,754,9857,7.36,4,7,2,0,5,2013-09-01,2013-12-24,779416,3,2014,2,3,1,30.8,11.5
73305,2020-06-29,8,135,12596,1.79,1,1,1,0,5,2017-01-01,2017-03-10,779412,2,2016,1.6,9,1,11.59,6.99
15581,2020-12-31,16,487,3673,8.73,3,5,1,1,5,2015-01-01,2015-02-10,779415,2,2014,2,3,1,15.29,8.8
50417,2021-01-16,9,241,9222,7.88,2,14,1,0,5,2017-01-01,2017-04-06,779413,1,2016,1.5,9,1,12.5,7.18
15893,2021-06-18,16,37,954,3.06,1,1,1,0,5,2016-06-01,2016-06-04,779415,2,2016,2.5,3,1,19.28,11.5
6637,2020-11-24,9,111,135,5.11,1,17,1,0,5,2018-05-01,2018-06-15,,,2018,1.5,31,1,11.3,7.5
58011,2021-02-02,8,135,930,4.62,1,1,1,0,5,2015-10-01,2016-02-22,779412,2,2014,1.6,3,1,10.39,6.5
36727,2021-06-05,20,95,807,16.29,5,1,2,2,5,2010-11-01,2011-01-13,779412,2,2010,3,15,1,67.5,13.3
52485,2021-07-11,23,270,9553,8.7,5,1,2,0,5,2013-10-01,2013-11-05,779419,2,2013,2,3,1,19.68,6.88
44419,2020-10-24,27,142,8289,9.67,1,1,2,4,4,2012-10-01,2013-01-18,779411,3,2013,2,3,1,63.8,15.7
16577,2021-05-05,87,665,3825,5.27,1,7,1,0,7,2015-02-01,2015-04-03,779413,1,2014,1.5,6,1,6.58,2.78
69071,2020-12-11,11,15,844,15.11,2,4,1,1,5,2013-10-01,2014-01-02,779412,2,2014,2,2,1,40.98,18.88
51278,2020-06-07,12,275,1094,7,1,17,1,1,7,2015-06-01,2015-07-06,779415,2,2015,2.4,11,1,26.68,19.18
57514,2020-11-25,57,214,10308,7.29,7,5,1,1,7,2015-11-01,2016-03-10,779413,1,2016,1.6,6,1,6.89,3.48
45412,2020-11-10,13,18,489,7.03,5,7,2,0,5,2013-09-01,2014-05-15,779416,2,2013,1.6,3,1,13.39,3.88
57943,2020-07-25,12,44,10351,4.62,7,1,1,0,5,2018-03-01,2018-04-08,779415,2,2017,2,19,1,32.98,26
23728,2020-09-10,13,30,5041,1.46,4,1,4,1,5,2019-02-01,2019-04-15,,,2019,1.3,3,1,11.99,8.18
24279,2020-12-09,42,107,5117,4.32,3,1,2,0,5,2012-10-01,2013-01-21,779412,3,2011,3,13,1,92.2,49.8
34197,2020-08-14,16,487,6718,7.38,3,17,1,0,5,2016-02-01,2016-03-16,,,2016,1.5,3,1,12.59,8.5
33886,2020-10-18,38,278,6680,7.4,6,1,1,1,5,2014-11-01,2015-01-13,779421,2,2015,1.6,3,1,14.19,6.18
53040,2021-01-03,5,159,9631,4.15,6,8,1,0,5,2016-04-01,2016-05-18,779416,2,2016,1.5,3,1,11.99,5.98
59080,2020-11-04,82,484,10487,2.23,5,1,1,1,5,2017-09-01,2019-06-12,,,2017,2,13,1,42.68,27.9
13681,2020-12-02,63,809,3399,1.87,6,1,1,0,5,2014-04-01,2014-07-25,779413,1,2014,1.8,21,1,13.48,3.5
54557,2020-10-22,7,234,9896,4.23,3,1,1,0,5,2016-10-01,2016-12-13,779415,2,2016,1.6,11,1,12.39,8.5
59231,2020-05-01,8,16,10505,7.47,1,1,1,0,5,2017-03-01,2017-04-17,779412,2,2017,1.6,3,1,11.98,7.6
66426,2020-08-20,3,137,11601,7.07,1,7,2,0,5,2014-03-01,2014-04-14,779416,2,2012,2,32,1,16.29,6.3
16796,2020-09-28,7,166,223,4.67,2,8,1,1,5,2018-04-01,2018-05-17,779415,2,2016,2,11,1,18.68,14.18
46173,2020-08-27,8,14,415,6.08,1,7,1,1,5,2014-09-01,2014-10-20,779412,2,2014,1.6,3,1,15.08,6.5
57458,2021-06-29,16,37,10298,8.64,2,1,1,0,5,2016-06-01,2016-08-16,779415,2,2016,2.5,3,1,21.58,11.68
25372,2020-12-07,2,187,976,3.93,2,8,1,0,5,2018-08-01,2018-09-19,779415,2,2016,2,2,1,19.68,16.88
39291,2020-11-18,3,137,1078,7.52,4,4,2,1,5,2015-04-01,2015-06-23,779416,2,2012,1.6,32,1,13.09,5.6
59399,2020-11-23,12,92,10510,6.55,2,14,1,0,5,2017-04-01,2017-06-29,779415,2,2016,2,11,1,17.98,13.6
29365,2020-12-01,18,300,670,6.99,3,1,2,0,5,2014-05-01,2014-09-25,,,2013,1.6,13,1,28.2,10.6
39215,2021-06-11,7,57,7471,6.32,1,1,2,1,5,2015-10-01,2015-12-22,779415,2,2014,2.5,20,1,26.78,15.5
31859,2020-12-28,30,143,6329,4.71,3,1,1,1,5,2016-09-01,2016-10-31,779418,2,2017,2,13,1,43.99,20.88
5246,2021-02-20,8,208,1980,11.91,4,7,2,2,5,2013-06-01,2013-09-23,779412,2,2012,2,23,1,23.58,10.3
24666,2021-01-01,7,113,1066,9.23,2,14,1,0,5,2016-12-01,2017-02-20,779415,2,2016,1.6,4,1,11.23,6.38
47663,2020-10-28,74,288,519,5.5,9,17,1,0,5,2015-11-01,2015-12-11,779413,1,2015,2,13,1,13.98,4.88
48126,2021-04-01,73,287,8870,5.3,2,35,1,0,5,2019-01-01,2019-02-11,779413,1,2018,1.8,3,1,14.68,11.28
55839,2021-04-13,38,85,1232,9.4,3,1,2,0,5,2011-02-01,2011-03-28,779421,2,2011,1.4,6,1,7.89,2
18558,2021-04-13,48,157,4173,6.32,8,19,1,0,5,2015-11-01,2016-02-15,779414,2,2014,1.6,3,1,24.99,7.98
6606,2021-03-23,17,406,2180,1.24,5,1,4,1,7,2019-11-01,2020-01-13,779413,1,2019,2,3,1,15.99,14.2
71465,2020-10-21,47,314,12330,9.75,1,1,2,0,5,2013-08-01,2013-10-22,779414,2,2013,1.6,3,1,16.99,5.8
41343,2020-11-28,15,65,7812,7.78,6,14,1,0,5,2014-11-01,2015-07-29,779413,1,2014,2,21,1,15.68,4.88
14672,2020-11-30,7,166,736,0.86,1,1,1,0,5,2019-09-01,2019-10-21,,,2019,2,11,1,18.68,15.9
70367,2020-04-20,20,459,12141,6.24,2,1,2,1,5,2009-06-01,2009-10-20,779412,3,2008,3.5,15,1,89.8,18
60622,2020-09-21,20,127,10717,11.69,4,1,2,2,5,2009-08-01,2009-09-18,779412,2,2008,1.8,21,1,34.8,6.6
12629,2020-08-20,12,129,3228,9.36,4,4,2,0,5,2014-05-01,2014-05-27,779415,2,2013,1.8,22,1,13.48,6.98
46036,2020-11-27,17,592,8568,4.38,6,7,1,0,5,2017-09-01,2017-10-24,779413,1,2017,2,32,2,27.99,9.68
35813,2020-08-10,18,175,6959,1.32,1,1,4,0,5,2019-06-01,2019-08-23,,,2019,2,13,1,46.39,42
28258,2020-11-04,8,219,828,12.16,1,14,2,1,5,2014-08-01,2014-09-11,779412,2,2013,1.6,3,1,13.79,5.3
51125,2021-01-15,2,187,9372,4.66,1,4,1,1,5,2018-07-01,2019-01-07,,,2019,2,2,1,18.68,15.98
29625,2020-11-07,41,106,5980,7.85,4,1,2,0,2,2015-07-01,2016-04-21,779412,3,2015,1,32,1,11.68,7.08
24899,2020-07-27,18,175,306,6.07,6,4,2,0,5,2013-10-01,2014-01-10,779412,2,2014,2,13,1,49.96,23
30848,2020-11-05,28,656,6157,6.31,1,19,1,0,5,2016-01-01,2016-04-28,779419,2,2014,1.6,31,1,15.98,8
42913,2020-07-23,5,159,8057,5.52,6,7,2,0,5,2015-11-01,2015-12-17,779416,2,2015,1.5,3,1,13.69,6.55
27495,2020-09-21,3,137,5642,2.78,1,17,1,0,5,2016-09-01,2016-12-08,779416,2,2017,1.5,3,1,14.98,7.5
37847,2020-11-02,20,160,7232,1,1,1,1,0,5,2016-03-01,2019-12-13,,,2017,2,15,1,57,36.8
47924,2020-12-01,9,111,8857,4.82,1,1,1,1,5,2016-10-01,2017-02-24,779413,1,2016,1.5,3,1,11.38,6.9
41706,2021-05-09,17,522,7880,3.24,1,1,1,0,5,2018-09-01,2019-03-20,779413,1,2019,1.5,23,1,10.38,7.58
24787,2021-04-21,8,400,5193,6.47,2,1,1,0,5,2015-02-01,2016-03-09,779412,3,2016,3,13,1,73.9,39.8
46013,2020-11-29,12,301,8565,18.55,6,15,3,2,5,2008-05-01,2008-09-28,779415,2,2007,1.5,22,1,12.48,2.1
28593,2021-07-29,20,127,784,10.27,1,2,1,0,5,2018-03-01,2018-05-10,779412,2,2017,2,19,1,35.38,24.8
34816,2021-06-16,18,175,381,8.21,6,3,2,1,5,2013-03-01,2013-05-14,779412,2,2013,2,13,1,49.46,18.5
66610,2021-03-03,18,33,11648,4.73,3,1,1,1,5,2017-04-01,2017-07-11,779412,2,2017,2,13,1,32,21
2216,2021-06-12,6,13,13,1.41,4,16,1,0,5,2018-09-01,2018-10-31,779413,1,2018,1.4,2,1,9.68,6.53
54962,2021-06-04,8,108,9951,2.46,2,1,1,0,5,2018-04-01,2018-07-17,779412,2,2018,2,7,1,28.98,18.9
41835,2020-07-14,27,142,7904,7.35,1,8,1,0,5,2014-10-01,2015-06-11,779411,3,2015,2,19,1,62.8,21.2
66916,2021-01-12,13,318,11665,6.21,4,1,1,0,5,2018-04-01,2019-05-20,779416,2,2018,2,19,1,22.99,14
68512,2021-02-22,73,564,11892,6.94,2,1,1,2,5,2017-01-01,2017-04-19,779413,1,2015,2,3,1,31.98,14.8
30727,2020-11-27,15,22,6139,3.31,1,1,1,1,5,2017-05-01,2017-06-29,779413,1,2017,1.5,31,1,14.38,7.98
71340,2021-02-24,8,8,20,6.34,1,1,1,1,5,2017-01-01,2017-03-15,779412,2,2017,1.5,9,1,9.56,5.98
10067,2020-11-30,3,133,487,9.28,1,29,1,2,5,2013-10-01,2013-12-26,779416,2,2013,2,3,1,22.28,8.36
54885,2020-10-19,12,304,9946,1.1,2,1,2,0,5,2018-06-01,2018-11-29,779415,2,2017,1.5,11,1,26.38,21.58
42478,2020-03-25,5,407,7998,3.28,5,1,1,0,6,2017-11-01,2018-02-23,,,2018,1.3,3,1,15.59,10.2
38577,2021-01-26,109,887,7352,7.45,1,6,1,4,5,2014-04-01,2015-05-20,779417,3,2015,3,13,1,189.8,63.35
48489,2020-09-30,38,117,212,5.13,2,4,1,0,5,2017-06-01,2017-10-16,779421,3,2016,1.4,31,1,17.98,9.88
45863,2020-05-20,13,257,8537,5.84,1,24,1,1,5,2016-01-01,2016-08-04,779416,2,2016,1.5,6,1,7.49,4.88
17494,2020-08-11,18,33,3972,13.49,1,7,2,1,5,2009-05-01,2009-06-25,779412,2,2009,2,3,1,30.6,7.38
59660,2020-10-14,3,434,10564,10.95,1,18,2,0,5,2015-01-01,2015-02-16,779416,2,2013,1.5,32,1,12.78,5.5
33315,2020-12-01,11,445,6586,13.24,2,1,2,0,5,2011-10-01,2012-01-09,779412,3,2012,3,13,1,95.5,23.2
57261,2020-10-13,11,88,10263,7.59,1,7,1,1,4,2014-01-01,2015-01-19,779412,3,2014,2,32,1,52.94,22.5
33570,2021-07-17,8,101,6617,10.04,5,1,2,0,5,2013-09-01,2013-12-26,779412,2,2013,2,23,1,29.28,10.8
70558,2020-10-20,17,213,1361,6.03,1,8,1,0,5,2015-06-01,2015-08-31,779413,1,2015,1.5,6,1,5.59,2.68
68630,2021-07-31,8,39,11907,7.62,1,7,1,1,5,2017-12-01,2018-05-21,779412,2,2016,1.4,23,1,19.48,11.18
67399,2020-07-05,7,113,547,10.67,6,1,2,1,5,2009-05-01,2009-06-02,779415,2,2009,1.6,4,1,13.48,3.38
3988,2020-12-17,18,33,1739,9.74,1,17,2,0,5,2013-01-01,2013-03-05,779412,2,2013,2,13,1,39.9,16.8
64406,2020-08-04,20,127,641,6.19,1,4,2,1,5,2015-06-01,2015-09-24,779412,2,2015,2,15,1,35.38,23.6
3743,2021-05-24,8,14,1708,6.78,6,5,2,0,5,2016-02-01,2016-05-10,779412,2,2015,1.4,16,1,16.08,8
46470,2021-03-22,33,120,366,9.45,1,8,1,0,5,2016-06-01,2016-08-08,779414,2,2015,1.2,3,1,15.17,6.68
73878,2020-08-21,45,131,12685,12.4,5,1,2,0,5,2010-03-01,2010-06-07,779415,3,2010,2.4,21,1,46.8,14.88
38072,2020-05-25,8,83,7273,10.56,6,1,2,0,5,2013-07-01,2013-09-06,779412,2,2013,2,32,1,30.38,11.8
73318,2020-09-11,46,513,12605,4.35,6,1,1,5,5,2016-11-01,2017-02-07,,,2016,3,13,1,110.8,45.8
9327,2021-01-27,20,127,343,7.72,8,19,2,0,5,2011-12-01,2012-02-22,779412,2,2011,1.6,21,1,30.8,9.2
70432,2021-03-21,26,282,12148,16.17,5,4,2,0,5,2010-02-01,2010-04-16,779413,1,2010,1.8,6,1,12.68,1.98
42598,2021-04-06,45,530,8003,7.05,5,1,2,0,5,2011-11-01,2012-01-12,779415,3,2012,1.8,25,2,27.9,10.85
4665,2020-06-09,18,102,1879,9.39,3,18,2,1,4,2010-12-01,2011-03-28,779412,3,2011,2,3,1,58.4,15.9
30791,2021-04-14,20,127,6126,8.79,5,7,1,0,5,2013-04-01,2013-07-05,779412,2,2013,1.8,15,1,35.3,13.5
55015,2021-06-23,44,201,9959,3.05,5,1,1,1,5,2017-12-01,2019-01-02,779416,2,2017,1.4,16,1,19.98,12.8
18200,2021-05-23,5,5,4118,9.35,5,1,3,1,5,2006-05-01,2006-06-13,779416,2,2005,1.6,6,1,10.58,0.58
42838,2020-09-27,66,303,573,6.15,5,1,1,1,5,2017-09-01,2017-11-17,779416,2,2018,2,13,1,38.99,21.8
5533,2020-07-10,7,7,2011,5.01,1,8,1,0,5,2017-06-01,2017-08-16,779415,2,2017,2,20,1,15.38,10.68
14214,2020-07-31,26,72,3469,7.14,6,17,1,0,5,2017-06-01,2017-08-23,779413,1,2016,2,32,1,16.68,7
24178,2021-03-23,20,127,929,6.25,1,1,1,1,5,2016-06-01,2016-07-11,779412,2,2016,1.6,15,1,32.58,20.6
21635,2021-05-22,5,159,1344,7.9,1,1,2,0,5,2012-06-01,2012-06-20,779416,2,2012,1.6,3,1,15.27,4.98
45684,2020-12-25,6,91,8503,6.49,6,14,1,0,5,2017-10-01,2017-11-03,779413,1,2017,1.8,32,1,9.58,5.58
67885,2021-06-07,25,41,310,5.74,9,14,2,0,5,2015-05-01,2015-12-16,779413,1,2014,2,12,1,11.78,4.2
11590,2020-10-28,3,137,3030,11.07,4,23,2,0,5,2012-10-01,2012-11-16,779416,2,2012,1.8,17,1,10.98,4
67203,2020-07-30,44,170,11711,6.14,2,1,2,1,5,2013-11-01,2014-07-02,779416,3,2013,2.4,5,1,24.59,8.48
25837,2021-05-18,12,71,5347,3.59,5,2,1,0,5,2018-03-01,2018-03-19,779415,2,2016,1,11,1,12.79,9
